Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
MRLLY,75118884,Unlimited,231135028,,,Av. Santa Cruz 830 Oficina 401 Miraflore Lima 15073 Peru,www.minera-irl.com,+511 418-1230,pedro.valdez@irl.com.pe,Audited,12/31/2023 Annual Report,Dec-31,"Diego Benavides Norlander (CEO), Jorge Franco Armas Rodriguez (CFO), Susan Gabbie (Corporate Media Relations), Pedro Valdez (IR Manager)","Gerardo Perez Delgado, Santiago Gualberto Valverde Espinoza, Armando Lema Hanke, Martin Mount, Diego Benavides Norlander",510 as of 04/30/2024
MRLWF,458843768,,81994955,,,20 Grosvenor Place London SW1X 7HN United Kingdom,www.marloweplc.com,+44 020 3813 8498,IR@marloweplc.com,,,Mar-31,,,
MRMAF,,,,,,,,,,,,,,,
MRMD,73253735,700000000,380321323,0.001,06/06/2024,"10 Oceana Way Norwood, MA 02062",marimedinc.com,+1 617-795-5140,info@marimedinc.com,Audited,03/31/2024,Dec-31,"Jon R. Levine (CEO, President, Interim CFO), Timothy R. Shaw (COO), Steve West (VP, Investor Rel.)","David Richard Allen, Edward Gildea, Eva Selhub, Kathleen Tucker",853 as of 11/30/2023
MRNJ,1524518,24000000000,15245183242,0.001,,"160 Greentree Dr Suite 101 Dover, DE 19904",www.metatronapps.com,+1 302-861-0431,support@metatronapps.com,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Joe Riehl (President, CEO), Denis Sluka (COO)",,3 as of 05/02/2022
MROMF,,,367284000,,,"Level 10, 12-14 The Esplanade Perth, WA 6000 Australia",www.mmaoffshore.com,+61 8 9431 7431,,Audited,,Jun-30,,,
MROPF,,,,,,,,,,,,,,,
MRPI,53665,750000000,536654056,0.0001,10/09/2021,"8275 S. Easter Ave. Suite 200 Las Vegas, NV 89123",www.merapharma.com,604-500-4157,info@merapharma.com,,10/31/2011,Jun-15,"Charles A. Spaniak (CEO, President), Benny Doro (President, Secretary, Treasurer)","Benny Doro, Rafi Markarian",
MRPLY,2647627358,,258671033,,,Upper Level North Concourse Durban 4001 South Africa,www.mrpricegroup.com,+27 31 310 8000,,Audited,,Mar-31,"Stuart Bird (CEO), Mark Blair (CFO)","Alastair McArthur, Stuart Bird",
MRPMF,,,,,,,,,,,,,,,
MRPRF,,,,,,,,,,,,,,,
MRPS,1316,20000000,13159735,0.001,,"One Vantage Way Suite B-130 Nashville, TN 37228",www.microphonics.com,615-871-4000,,,,,"Joel Heffron (President, CEO, Treasurer, CFO), Jerome Mariam (Secretary), Courtney Dawson (Assistant Vice President, Asst. Secretary)",,
MRPT,1616457,25000000,17960633,0.0001,02/29/2024,"1603 Capitol Ave Suite 310 A278 Cheyenne, WY 82001",www.TheMacReport.Net,+1 315-567-6946,Wl.Macreportnet@gmail.com,Unaudited,02/29/2024,Nov-30,V. William Lucchetti (CEO),,3 as of 09/23/2021
MRPZF,2061608133,,258671033,,,Upper Level North Concourse Durban 4001 South Africa,www.mrpricegroup.com,+27 31 310 8000,,Audited,,Mar-31,"Stuart Bird (CEO), Mark Blair (CFO)","Alastair McArthur, Stuart Bird",
MRQUF,,,200655540,,,"22 Townshend Road Subiaco, WA 6008 Australia",www.marqueeresources.com.au,+61 08 6380 2470,info@marqueeresources.com.au,,,Jun-30,,,
MRRCF,23726,Unlimited,237260499,,,"2381 Bristol Circle Suite 102 Oakville, ON L6H 5S9 Canada",www.maricann.com,844-627-4226,info@waylandgroup.com,Audited,09/30/2018 Quarterly Report,Dec-31,"Matthew McLeod (CEO), Scott Langille (CFO), David Miller (VP, Fin.)","Clay Horner, Paul Pathak",86 as of 08/19/2019
MRRDF,104249727,500000000,300431490,,,"8th Floor 4 More London Riverside London, ENG SE1 2AU United Kingdom",www.meridianmining.co,+1 778-715-6410,info@meridianmining.net.br,Audited,03/31/2024 Quarterly Report,Dec-31,"Gilbert P Clark (CEO), Adrian McArthur (President), Soraia Morais (CFO), Mariana Bermudez (Corporate Secretary), Martin McFarlane (Senior VP), James McLucas (VP, Corp. Dev.)","Donald Bruce McLeod, Douglas Edward Ford, Neil Gregson, Adrian McArthur, Susanne H Sesselmann, John Skinner",69 as of 12/31/2023
MRRHF,,,,,,,,,,,,,,,
MRRKF,,,,,,,,,,,,,,,
MRRLF,,,,,,,,,,,,,,,
MRRTY,1192857258,,621279822,,,"Av. Chedid Jafet, 222 Bloco A, 5o andar Sao Paulo 01451-000 Brazil",www.marfrig.com.br,(55 11) 3792-8907,ri@marfrig.com.br,Audited,,Dec-31,"Martin Secco Arias (CEO), Ricardo Florence dos Santos (CFO), Heraldo Geres (CLO), Marcelo Di Lorenzo (Chief Investor Relations Officer, Chief Strategy Officer)",,"29,200 as of 11/24/2015"
MRRYF,172912,Unlimited,43227924,,,"Unit 4 115 Apple Creek Blvd. Markham, ON L3R 6C9 Canada",www.mary.ag,+1 844 504 5234,investors@mary.ag,Audited,06/30/2023 Interim Financial Report,Sep-30,"Frank Chuhan Qin (CEO), Irene Xin Ran Mai (CFO)","Lawrence Jon Lisser, Ying Xu, Joanne Fang Qiong Yan, Peter James Brunton Young",9 as of 04/23/2021
MRSKF,3463726283,,125953683,,03/31/2008,2-35-6 Meieki Nakamura-ku Aichi 107-8388 Japan,www.dmgmori.co.jp/en,-2369,mmori@moriseiki.com,,03/31/2007 Annual Report,Dec-31,Masahiko Mori (President),,
MRTI,79585280,10000000,1187840,1.0,,"104 Armour Road PO Box 34729 North Kansas City, MO 64116",www.mrti.com,+1 816-303-4500,dtotta@maxusprop.com,Audited,03/31/2024 Quarterly Report,Dec-31,"David A. Johnson (President, CEO), Ryan Snyder (CFO, Principal Acct. Officer, Vice President, Treasurer), Cheryl Marshall (VP, Ops.), DeAnn M Totta (Company Secretary, Vice President)",David A. Johnson,227 as of 12/30/2023
MRTMF,25615802,,595716319,,,"3200 - 650 West Georgia Street Vancouver, BC V6B 4P7 Canada",maritimeresourcescorp.com,+1 604-685-5254,info@maritimegold.com,,,Dec-31,"Eric W. Norton (CEO, President)",,
MRTPY,270838400,,632800000,,,Marston's House Wolverhampton WV1 4JT United Kingdom,www.marstonspubs.co.uk,,investorrelations@marstons.co.uk,Audited,,10-Jan,,,
MRTTF,,,,,,,www.metaltigerplc.com,,,Audited,,Dec-31,,,
MRUHF,,,,,,,,,,,,,,,
MRVCF,,,,,,Plaza Carlos Trias Bretran No. 7 Madrid 28020 Spain,www.metrovacesa.es,3491-5970-478,,Audited,,,"F. Vara Herrero (CEO), F.J. Garcia-Ranedo Martinez (Secretary)",,
MRVGF,4954539800,,3416924000,,,"Level 5 40 Miller St. North Sidney, NSW 2060 Australia",www.mirvac.com.au,02) 9080 8000,,,,,General Investor Relations (IR),,
MRVSY,693821292,607283407,607283407,,,Leopoldo Couto de Magalhaes Junior Stree 758 - 8th Floor - Itaim Bibi Sao Paulo 04542-000 Brazil,ri.minervafoods.com,+55 17988079935,ri@minervafoods.com,Audited,03/31/2024 Quarterly Report,Dec-31,"Frederico Alcantara de Queiroz (Executive Director), Fernando Galletti de Queiroz (CEO), Edison Ticle Andrade Melo e Souza Fo. (CFO, Chief Investor Relations Officer), Luis Ricardo Alvez Luz (CCO), Danilo Tadeu Maurin Cabrera (Head of IR), Luiza Maria Silva Puoli (IR), Marcelo Reis (IR Analyst)","Norberto Lanzara Giangrande Jr, Frederico Alcantara de Queiroz, Abdulaziz Saleh Al-Rebdi, Baker Almohana, Mohammed Mansour A Almousa, Alexandre Lehoz Mendonca de Barros, Dorival Antonio Bianchi, Suzanne Karen Camargo de Colon, Jose Luiz Rego Glaser, Franklin Saldanha Gomes Junior, Luiz Manoel Gomes Junior, Gabriel Jaramillo Sanint, Marcos Prado Troyjo","23,197 as of 12/31/2022"
MRVT,239,,23930000,0.01,,,,,,,09/30/2005,,,,
MRZLF,22253064,Unlimited,69715112,,,"Suite 1150 - 355 Burrard Street Suite 600 Vancouver, BC V6C 2G8 Canada",www.mirasolresources.com,+1 (604) 602-9989,contact@mirasolresources.com,Audited,,Jun-30,"Stephen C. Nano (President, CEO), Bernie Zacharias (CFO)","Mary Little, Stephen C. Nano",
MRZM,12256757,2000000000,131793088,0.001,,"555 Heritage Drive Suite 205 Jupiter, FL 33458",www.marizyme.com,(561)935-9955,info@marizyme.com,Audited,03/31/2024,Dec-31,"David Barthel (CEO), George Kovalyov (CFO), Harrison Harrison (VP, Fin.)","Dr. Vithalbhai D. Dhaduk, David Barthel, Terry Brostowin, Nilesh Patel, Michael R. Stewart",14 as of 12/31/2023
MSADF,,900000000,0,,,"27-2, Shinkawa 2-chome Chuo-ku Tokyo 104-8252 Japan",www.ms-ad-hd.com/en/index.html,+81 3-5117-0605,ms_ad_ir@ms-ad-hd.com,Audited,03/31/2002,Mar-31,"Toshiaki Egashira (President, CEO), Investor Relations Department (IR)",,"36,643 as of 03/31/2013"
MSADY,,900000000,0,,,"27-2, Shinkawa 2-chome Chuo-ku Tokyo 104-8252 Japan",www.ms-ad-hd.com/en/index.html,+81 3-5117-0605,ms_ad_ir@ms-ad-hd.com,Audited,03/31/2002,Mar-31,"Toshiaki Egashira (President, CEO), Investor Relations Department (IR)",,"36,643 as of 03/31/2013"
MSAH,200260,275000000,13906958,0.001,,"Unit 611-612, Sixth floor, No. 1 Huacheng Road, Tianhe District Guangzhou City 510000 China",ArthurChe999@gmail.com,+86 15112038735,,Unaudited,09/30/2023 Quarterly Report,Jun-30,"Liu Yue (CEO, Officer), Runkun Che (Officer)","Runkun Che, Liu Yue",1 as of 12/02/2022
MSBB,13094016,9000000,1022970,0.01,,"1100 Irmscher Blvd Celina, OH 45822",www.mercersavings.com,(419) 586-5158,bparmiter@mercersavings.com,,,,"Reporting Status (U.S. Reporting: SEC Reporting), Audited Financials (Audited), Latest Report (03/31/2024), CIK (0001967306), Fiscal Year End (9/30)","Alvin Barry Parmiter, Rick Lee Ross",Nan
MSBC,231678790,10000000,2633312,,,"11200 River Run Blvd #100 Bakersfield, CA 93311",www.missionbank.bank,+1 661-859-2500,wilkersonn@missionbank.bank,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (03/31/2024 Quarterly Report), CIK (0001169483), Fiscal Year End (12/31)","Andrew Antongiovanni, Jason Clifford Castle, Michael Congdon, Nathan O Wilkerson, Bryan Easterly, Rodney Maston",Nan
MSBHF,,,0,,,"3-1, Marunouchi 2-Chome Chiyoda-ku Tokyo 100-8086 Japan",www.mitsubishicorp.com/us/en,+81 03-3210-2121,,Audited,,Mar-31,"Hidemoto Mizuhara (President, CEO), Katsuhiro Ito (CFO)",Yorihiko Kohima,
MSBM,76894,250000000,96117363,0.001,,"50 West Liberty Street, Suite 880 Reno, NV 89501",info@msbglobalcapital.com,775-209-7540,,Unaudited,09/30/2023 Quarterly Report,Dec-31,"Chien-Heng Chiang (President, Treasurer, Secretary)","Chien-Heng Chiang, Ng Wing Man",2 as of 02/23/2023
MSBN,1802379,1000000000,531675113,0.0001,,"Dubai World Central, (Dubai South) Jebel Ali, Business Park, Building A3 Dubai 712233 United Arab Emirates",messaben.com,+971 4 5693296,info@messaben.com,Unaudited,06/30/2023 Quarterly Report,Dec-31,Khalil Ouar (President),Khalil Ouar,5 as of 06/30/2023
MSBPF,726850865,,54650441,,,"5-23-37, Higashi-Ohi, Shinagawa, Tokyo 140-8537 Japan",www.mpuni.co.jp/en/company/index.html,,,,,Mar-31,,,
MSCF,482852358,,80475393,,08/13/2024,"1300 Post Oak Boulevard 8th Floor Houston, TX 77056",,(713) 350-6000,,Audited,03/31/2024,,,,
MSCGF,,,,,,Calle Lopez de Hoyos 135 Madrid 28002 Spain,www.makingscience.com,+34 913 090 209,inversores@app.makingscience.com,Audited,,Dec-31,,,
MSCH,96436377,400000000,283636402,0.001,,"3753 Howard Highes Parkway Suite 200-1220 Las Vegas, NV 89169",www.MSCH.com,+1 702-622-7051,info@MSCH.com,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Larry Kozin (CEO, President), John Bellave (Secretary), Jeffrey T. Rubinstein (CFO)","Larry Kozin, Jeffery Bartkowiak, John Bellave, Jeffrey T. Rubinstein",5 as of 03/01/2024
MSCLF,46684467,Unlimited,112791658,0.01,,"200 Bay Street Suite 2800 Toronto, ON M5J 2J1 Canada",www.satellos.com,+1 647-660-1780,info@satellos.com,Audited,03/31/2024 Quarterly Report,Dec-31,"William Jarosz (Executive Director), Frank Gleeson (President, CEO), Elizabeth Williams (CFO), J. Robert Hall (VP, Fin.), Michael Rudnicki (CSO)","Geoff MacKay, Rima Al-awar, Franklin Berger, Brian Bloom, William McVicar, Adam Mostafa",20 as of 05/15/2024
MSEKF,,,58245548,,,"322 15th Road, Randjespark Midrand 1685 South Africa",mustek.co.za,+27 (0)11 237 1000,ltd@mustek.co.za,Audited,,Jun-30,,,
MSET,4903,50000000,49027207,0.001,,"525 Inner Circle The Villages, FL 32162",,352-750-0751,,,,Dec-31,Michael F Manion (President),Michael F Manion,
MSEXP,,,,,06/10/2024,"485C Route 1 South Suite 400 Iselin, NJ 08830",www.middlesexwater.com,732-634-1500,bsohler@middlesexwater.com,Audited,03/31/2024,Dec-31,"Dennis A. Doll (President), A. Bruce O'Connor (CFO), Kenneth A. Quinn (Vice President, General Counsel, Secretary, Treasurer)",,279 as of 12/31/2012
MSEZ,26343075,7380000000,405278082,0.0,,"500 S Australian Avenue Suite 600 West Palm Beach, FL 33401",otcmsez.com,+1 5616319221,corporate@otcmsez.com,Unaudited,03/31/2024 Quarterly Report,Dec-31,Irina Veselinovic (Interim CEO),Zoran Cvetojevic,2 as of 09/01/2021
MSFN,76,,756068,0.01,,"629 W. State Street Hastings, MI 49058-1643",,269-945-9561,,Audited,09/30/2009,Dec-31,"David A. Hatfield (President, CEO), James A. Toburen (Senior VP, Treasurer, CFO)",,
MSGCF,2727927,Unlimited,384215132,,,"107 3239 Faithfull Avenue Saskatoon, SK S7K 8H4 Canada",www.masgoldcorp.com,+1 306-986-5722,info@masgoldcorp.com,Audited,12/31/2022 Interim Financial Report,Sep-30,"James Bruce Engdahl (CEO), Karen Gayle Frisky (CFO)","Ronald A. Netolitzky, James Bruce Engdahl, Robert Gordon Matthews, Rodney Harrold Spooner",3 as of 03/14/2023
MSGNF,,,,,,"21st Floor, Railway Plaza 39 Chatham Rd. South Hong Kong China",,852-2317-5300,,,,,,,
MSGP,15574,500000000,51911937,0.001,02/26/2015,"26 Broadway Suite 934 New York, NY 10004",ir@milaniongroup.com,+1 212 843 8001,,Unaudited,09/30/2022 Quarterly Report,Dec-31,Davinder Singh Dogra (CEO),,1 as of 01/11/2023
MSHE,14824,150000000,148239147,0.001,,"808 Gladstell #309 Conroe, TX 77304",,939-760-3279,,,,,"Chuck Walker (President), Michael L. Welsh (CFO)",,
MSHHF,,,,,,"Argelsrieder Feld 5, D-Wessling Starnberg 82234 Germany",www.mum.de,+49 (0)815 3933-0,investor-relations@mum.de,,,Dec-31,,,
MSHXF,,,,,,,,,,,,,,,
MSITF,480000,,4800000000,,,"P.O. Box 21137 Terwillegar Post Office Edmonton, AB T6R 2V4 Canada",,780-430-6363,,,,Jun-30,"Robert Talbot (President, CEO)",Brent Platten,98 as of 07/31/2007
MSIU,20405,940000000,25505978,,,"10-34 44th Drive Long Island, NY 10968",rodresources@gmail.com,800-680-9122,,Unaudited,12/31/2018 Annual Report,Dec-31,"Christopher Ginas (CEO), Troy A Alix (Treasurer)",Sean Lanci,
MSLM,779,50000000,7793584,0.1,,"P.O. Box 660 Kellogg, ID 83837-0660",,208-784-1103,,,,Dec-31,"Joseph J. Wallace Jr. (President), Kim Samuelson (Secretary, Treasurer), Fred W. Brackebusch (Vice President)","Kimball Barnard, Fred W. Brackebusch, Martin Clemets, Milton Datsopolous, Rick Jasper, Joseph J. Wallace Jr.",
MSLOF,,,,,,1-1 Toranomon 2-chome Minato-ku 105-8688 Japan,www.mol.co.jp/en,,,Audited,,Mar-31,"Koichi Muto (President), Akimitsu Ashida (President)","Sadayuki Sakakibara, Tsuneo Watanabe",940 as of 03/31/2012
MSLOY,,,,,,1-1 Toranomon 2-chome Minato-ku 105-8688 Japan,www.mol.co.jp/en,,,Audited,,Mar-31,"Koichi Muto (President), Akimitsu Ashida (President)","Sadayuki Sakakibara, Tsuneo Watanabe",940 as of 03/31/2012
MSLPQ,41219,100000000,34348891,0.001,08/22/2023,"7380 S. Eastern Ave. Ste. 124-287 Las Vegas, NV 89123",www.musclepharm.com,(800)859-3010,investors@musclepharm.com,Audited,09/26/2022 8K Report,Dec-31,"Ryan Charles Drexler (CEO), Megan Carley (Controller)","Ryan Charles Drexler, Michael Heller",27 as of 12/15/2020
MSLVF,6559562,,33179372,,,"595 Howe Street, Suite 704 Vancouver, BC V6C 2T5 Canada",mantaropreciousmetals.com,+1 604-639-4529,info@mantaropreciousmetals.com,Audited,05/31/2023 Interim Financial Report,Feb-28,"Darren Hazelwood (CEO), Matthew Anderson (CFO), Charles Caudwell Hethey (Securities Counsel), Angela D. O'Neill (Legal Asst.)","Luis Kinn Cortez, Darren Hazelwood, Charles Caudwell Hethey, Patrick John Hickey, Donna-Belen Humphreys",1 as of 06/27/2023
MSMCF,,,,,,,,,,,,,,,
MSMFW,,,,,,,,,,,,,,,
MSMGF,9645708,Unlimited,203926164,0.01,,"3335 Yonge Street Suite 304 Toronto, ON M4N 2M1 Canada",www.gridmetalscorp.com,+1 416-955-4773,info@gridmetalscorp.com,Audited,03/31/2024 Quarterly Report,Dec-31,"Robin E. Dunbar (President, CEO), Douglas Andrew Harris (CFO), Nadim Wakeam (Secretary), Dave Peck (VP Expl.), Brandon Smith (Chief Development Officer), Virginia Coatsworth (Administrator), Victoria Bantz (Advisor)","Robin E. Dunbar, Grant McAdam, Tom Meredith, Ted Munden, Patrick Murphy",14 as of 06/30/2023
MSMKF,,,0,,,,www.matsumotokiyoshi-hd.co.jp/index_e.html,,,,,Mar-31,,,
MSMY,728150,1000000000,606791689,0.001,,"14752 Crenshaw Blvd. Suite 128 Gardena, CA 90249",msmyw@gmail.com,+1 310-349-9570,,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Wilson Ndubueze Anaekwe (President, CEO, Secretary)",Wilson Ndubueze Anaekwe,1 as of 06/23/2022
MSNVF,193995,Unlimited,215550000,,,"Suite 400 - 1681 Chestnut Street Vancouver, BC V6J 4M6 Canada",mrscorp.com,+1 877-479-7778,info@mrscorp.com,Audited,03/31/2023 Interim Financial Report,Dec-31,"Buck L. Marshall (President, CEO), Dong Hyun Shim (CFO, Secretary), Jan Urata (Consultant), Lindsay Megan Allyssa Hamelin (Consultant), Sandra Hjerpe (Consultant), Victoria S. Pritchard (Consultant)","James A. Marks, Paul E. Litchfield, Buck L. Marshall, Daniel G Raczykowski",27 as of 03/22/2023
MSOF,0,,24677,0.001,04/30/2024,"3535 Quakerbridge Rd. Suite 103 Hamilton , NJ 08619",,609-631-7401,,,04/30/2024,,"Charles J. Lombardo (CEO, CFO)",,
MSPC,3041512,36200000000,30415118010,1e-06,,"6 St. John's Lane New York, NY 10013",www.metrospaces.com,305-600-0407,investors@metrospaces.com,Unaudited,06/30/2023 Quarterly Report,Dec-31,Oscar Antonio Brito (CEO),,2 as of 12/31/2020
MSRM,747308,400000000,39435760,0.001,,"21301 S Tamiami Trl Suite 320 Estero, FL 33928",www.mushroomsinc.com,+1 2392731194,info@mushroomsinc.com,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Kimberly Zawi Carlson (CEO), Robert Leslie Hymers III (Consultant)",Donald Steinberg,1 as of 06/28/2022
MSSEL,,,,100.0,,"25 Research Dr. Westborough, MA 01582",www.masselectric.com,508-389-2000,,,09/30/1999,,,,
MSSMY,4713470400,1020000000,283944000,,,7-20 Oroshi-Honmachi Kagoshima City 891-0183 Japan,www.misumi.co.jp,81-99-260-2200,,,,Mar-31,Kozaburo Misumi (President),,
MSSV,526637,100000000,12538968,0.001,05/23/2024,"433 Plaza Real Suite 275 Boca Raton, FL 33432",Investor.relations@mssvinc.com,(800) 889-9509,,Audited,03/31/2024,Dec-31,"David E. Christensen (President, CEO)",,1 as of 10/01/2018
MSTF,405,,4054505,0.001,,"30950 Rancho Viejo Road Suite 120 San Juan Capistrano, CA 92675",www.monarchstaffinginc.com,949-260-0150,info@monarchstaffinginc.com,,,Dec-31,,David Walters,
MSTH,15820157,200000000,113001124,0.001,12/31/2023,"4145 Wagon Trail Ave Las Vegas, NV 89118",www.qualcan.com,+1 702-960-7778,info@qualcan.com,Audited,12/31/2023 OTCQB Certification,Dec-31,"Lorenzo Barracco (CEO), Michael Cristalli (President), Joanna DeFilippis (COO), Heather Cranny (CFO, Secretary, Treasurer)","Lorenzo Barracco, Heather Cranny, Michael Cristalli, Joanna DeFilippis, Sigmund Arnason Rogich, Alexander Scharf",130 as of 11/29/2023
MSTKY,,,428900130,,,"7F, MK Ochanomizu Bldg., 1-8-2 Yushima Bunkyo-ku Tokyo 113-0034 Japan",www.matsukiyococokara.com/en,+81 3-6845-0005,,,,Mar-31,,,
MSTLW,,,,,,"1585 Broadway New York, NY 10036",www.morganstanley.com,(212) 761-4000,,,,,"Reporting Status (U.S. Reporting: SEC Reporting), Audited Financials (Audited), Latest Report (Not Available), CIK (0000895421), Fiscal Year End (12/31)","Philip J. Purcell, Colm Kelleher, Stephen Crawford, Martin M. Cohen",Nan
MSTO,253087,3000000000,1265434915,,,"5178 Stefan Ridge Way Buford, GA 30519",www.masterbeatcorp.com,+1 561-489-1503,info@masterbeatcorp.com,Unaudited,03/31/2023 Quarterly Report,Dec-31,Joshua Tannariello (CEO),,3 as of 06/13/2021
MSTXF,582054,,89546716,,,"625 Howe Stree Suite 600 Vancouver, BC V6C 2T6 Canada",www.megastardevelopment.com,604-683-6648,info@megastardevelopment.com,Audited,,Feb-29,,,
MSUXF,4625447760,1020000000,283944000,,,7-20 Oroshi-Honmachi Kagoshima City 891-0183 Japan,www.misumi.co.jp,81-99-260-2200,,,,Mar-31,Kozaburo Misumi (President),,
MSVB,41544562,30000000,2885039,0.01,,"300 North Water Street Salem, IN 47167",www.mid-southern.com,+1 (812) 883-2639,bank.info@mid-southern.com,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (03/31/2024 Quarterly Report), CIK (0001734875), Fiscal Year End (12/31)","Alexander G. Babey, Robert W. DeRossett, Erica B. Schmidt",Nan
MSWV,44319000,5000000,3476000,1.0,,"151 North Market Street Wooster, OH 44691",www.mymainstreetbank.bank,+1 330-264-5767,investorrelations@mymainstreetbank.bank,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (12/31/2023 Annual Report), Fiscal Year End (12/31)","James ""Jay"" R. VanSickle II, Nicholas Sparachane, Matthew Hartzler, Vanessa Zambito, Accounts Payable",Nan
MSYMF,,,,,,,,,,,,,,,
MTAGF,1050115104,,324109600,,,Kaistrasse 3 Dusseldorf 40221 Germany,www.metrogroup.de,+49 211 6886-1051,investorrelations@metro.de,Audited,,Dec-31,"Olaf Koch (CEO), Mark Frese (CFO)",Olaf Koch,
MTAM,7631,1000000000,10901329,,11/03/2023,"3131 W 2210 S Suite C Salt Lake City, UT 84119",www.weconnect.tech,801 386 6700,accmig16@gmail.com,Audited,07/31/2022,Jul-31,"Brian Han Wee (CEO), Shiong Han Wee (CFO), Stanley Lin Wong (Secretary), Agnes Lim (Administrator)","Brian Han Wee, Pui Hold Ho, Mun Wai Wong, Stanley Lin Wong",35 as of 07/02/2018
MTASF,,,61985597,,,Alte Aarauerstrasse 11 Reinach 5734 Switzerland,www.montana-aerospace.com/en,+41 62 765 25 05,ir@montana-aerospace.com,Audited,,Dec-31,,,
MTAUF,,,,,,,www.metalsaustralia.com.au,,,Audited,,Jun-30,,,
MTAVF,,,64412000,,,"Champion Tower, Derech Sheshet, Hayamim 30, Bnei Brak 5112302 Israel",en.meitav.co.il,+98 03-7903000,gemel@meitavdash.co.il,,,Dec-31,,,
MTBLY,192176,3000000000,14176946,0.001,05/31/2024,"45 West Buchanan Street Phoenix, AZ 85003",www.moatable.com,(833) 258-7482,ir@moatable.com,Audited,05/31/2024 8K Report,Dec-31,"Joseph Chen (CEO), James Jian Liu (COO), Michael Joseph Schifsky (Interim CFO), Henry He Li (VP, Tech.), Randall Xu (Head of IR)","Joseph Chen, James M Dumler, James Jian Liu, Rebecca Polak, James Reed",498 as of 12/31/2023
MTBMF,,,,,,"178 St. George's Terrace Level 5 Perth, WA 6000 Australia",www.mountburgess.com,08-9322-6311,,,,,J. Forrester (Secretary),,
MTCPY,,,,,,MTR Tower Telford Plaza Kowloon Bay Hong Kong,www.mtr.com.hk,852-2993-2111,,Audited,12/31/2005,Dec-31,"Jay Herbert Walder (CEO), Lincoln Leong Kwok Kuen (Principal Fin. Officer)",Raymond Chien Kuo-Fung,"21,256 as of 12/31/2012"
MTEHF,5068669,,70106076,,,"595 Howe Street #702 Vancouver, BC V6C 2T5 Canada",sparkenergyminerals.com,604-649-0945,info@sparkenergyminerals.com,Audited,,Jul-31,Peter Grant Wilson (CEO),,3 as of 03/31/2023
MTEI,44516,200000000,37096893,0.001,,"370 Amapola Ave. SUITE 200A tORRANCE, CA 90501",invest@cbdxfund.com,+1 424-358-1046,,Unaudited,03/31/2024 Quarterly Report,Dec-31,"Frank lkechukwu Igwealor (President, CEO)",Frank lkechukwu Igwealor,3 as of 12/31/2022
MTFC,16230750,,242250,10.0,,"95 W. 4th St. P.O. Box 90 Minster, OH 45865-0090",,419-628-2351,,,,,"Orval H. Homan (President, CEO)",,
MTGRF,295866654,,1082571000,,,"Level 1, 2 Kings Park Rd West Perth 6005 Australia",www.mtgibsoniron.com.au,61 8 9426 7500,admin@mtgibsoniron.com.au,Audited,,Jun-30,"Jim Beyer (CEO), Peter Kerr (CFO)",,
MTGRY,278276640,,1086000000,,,"Level 1, 2 Kings Park Rd West Perth 6005 Australia",www.mtgibsoniron.com.au,61 8 9426 7500,admin@mtgibsoniron.com.au,Audited,,Jun-30,"Jim Beyer (CEO), Peter Kerr (CFO)",,
MTHGF,,,400000000,,,"66 Oujiang Road, Haimen ETDZ Nantong 226100 China",nantongrate.com/index.aspx,+86 513 82187301,info@nantongrate.com.cn,Audited,,Dec-31,,,
MTHRF,6809413138,,678904600,,,Akasaka Intercity 10th floor 1-11-44 Akasaka Minato-Ku 07-0052 Japan,www.corporate.m3.com/en,813-229-8900,,Audited,,Mar-31,,,
MTHRY,6354547056,,678904600,,,Akasaka Intercity 10th floor 1-11-44 Akasaka Minato-Ku 07-0052 Japan,www.corporate.m3.com/en,813-229-8900,,Audited,,Mar-31,,,
MTLFF,5476400,Unlimited,68455003,,,"Suite 604, 850 West Hastings St. Vancouver, BC V6C 1E1 Canada",metallisresources.com,+1 6046885077,info@metallisresources.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Fiore Aliperti (CEO, President), Jon Lever (CFO), David Dupre (VP Expl.), Paul Fang (Lawyer), Victoria Bantz (Advisor), Arezoo Aliperti (Office Manager)","Michael Sikich, Fiore Aliperti, Jon Lever, Dave Webb",6 as of 11/17/2023
MTLHF,7410936960,,1506288000,,,1-1 Marunouchi 1-chome Chiyoda-ku Tokyo 100-8251 Japan,www.mitsubishichem-hd.co.jp/english,+81-(0)3-6748-7140,,Audited,,Mar-31,Yoshimitsu Kobayashi (President),,
MTLHY,7275238400,,1420945000,,,1-1 Marunouchi 1-chome Chiyoda-ku Tokyo 100-8251 Japan,www.mitsubishichem-hd.co.jp/english,+81-(0)3-6748-7140,,Audited,,Mar-31,Yoshimitsu Kobayashi (President),,
